EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
ex,8413 60 61 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> krilne pumpe >>> hidraulične pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 60 69 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> krilne pumpe >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 60 69 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> krilne pumpe >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 60 70 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> vijčane pumpe",kd,10,0,0,10,0,0,0,0
ex,8413 60 70 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> vijčane pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 60 80 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 60 80 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 70,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> uronjive motorne pumpe",,,,,,,,,
,8413 70 21 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> uronjive motorne pumpe >>> jednostepene",kd,10,0,0,10,0,0,0,0
,8413 70 29 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> uronjive motorne pumpe >>> višestepene",kd,10,0,0,10,0,0,0,0
,8413 70 30 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> optočne",kd,10,0,0,10,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka",,,,,,,,,
,8413 70 35 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> 15 mm ili manjeg",kd,10,0,0,10,0,0,0,0
ex,8413 70 35 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> 15 mm ili manjeg >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm",,,,,,,,,
,8413 70 45 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> sa rotorom što ima kanal i sa bočnim kanalom",kd,10,0,0,10,0,0,0,0
ex,8413 70 45 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> sa rotorom što ima kanal i sa bočnim kanalom >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> jednoulazne",,,,,,,,,
,8413 70 51 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> jednoulazne >>> monoblok pumpe",kd,10,0,0,10,0,0,0,0
ex,8413 70 51 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> jednoulazne >>> monoblok pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 70 59 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> jednoulazne >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 70 59 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> jednoulazne >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 70 65 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> višeulazne",kd,10,0,0,10,0,0,0,0
ex,8413 70 65 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> jednostepene >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 70 75 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> višestepene",kd,10,0,0,10,0,0,0,0
ex,8413 70 75 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> radijalne pumpe >>> višestepene >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> ostale centrifugalne pumpe",,,,,,,,,
,8413 70 81 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> ostale centrifugalne pumpe >>> jednostepene",kd,10,0,0,10,0,0,0,0
ex,8413 70 81 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> ostale centrifugalne pumpe >>> jednostepene >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 70 89 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> ostale centrifugalne pumpe >>> višestepene",kd,10,0,0,10,0,0,0,0
ex,8413 70 89 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale centrifugalne pumpe >>> ostale, nazivnog prečnika izlaznog nastavka >>> većeg od 15 mm >>> ostale centrifugalne pumpe >>> višestepene >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe; elevatori tečnosti",,,,,,,,,
,8413 81 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe; elevatori tečnosti >>> pumpe",kd,10,0,0,10,0,0,0,0
ex,8413 81 00 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe; elevatori tečnosti >>> pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 82 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe; elevatori tečnosti >>> elevatori tečnosti",kd,10,0,0,10,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> dijelovi",,,,,,,,,
,8413 91 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> dijelovi >>> pumpi",–,5,0,0,5,0,0,0,0
ex,8413 91 00 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> dijelovi >>> pumpi >>> za upotrebu u civilnom zrakoplovstvu",–,0,0,0,0,0,0,0,0
,8413 92 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> dijelovi >>> elevatora tečnosti",–,5,0,0,5,0,0,0,0
,8414,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare",,,,,,,,,
,8414 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe",,,,,,,,,
,8414 10 15 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> vrste koji se koriste za proizvodnju poluprovodnika ili isključivo ili uglavnom za proizvodnju ravnih displeja",kd,10,0,0,10,0,0,0,0
ex,8414 10 15 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> vrste koji se koriste za proizvodnju poluprovodnika ili isključivo ili uglavnom za proizvodnju ravnih displeja >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale",,,,,,,,,
,8414 10 25 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> pumpe sa ekscentičnim rotirajućim klipom, klizne lamelne rotacijske pumpe",kd,10,0,0,10,0,0,0,0
ex,8414 10 25 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> pumpe sa ekscentičnim rotirajućim klipom, klizne lamelne rotacijske pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> ostale",,,,,,,,,
,8414 10 81 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> ostale >>> difuzijske, kriogene i adsorpcijske pumpe",kd,10,0,0,10,0,0,0,0
ex,8414 10 81 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> ostale >>> difuzijske, kriogene i adsorpcijske pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 10 89 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> ostale >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8414 10 89 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> vakuumske pumpe >>> ostale >>> ostale >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 20,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračne pumpe na ručni ili nožni pogon",,,,,,,,,
,8414 20 20 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračne pumpe na ručni ili nožni pogon >>> ručne pumpe za bicikle",kd,10,0,0,10,0,0,0,0
ex,8414 20 20 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračne pumpe na ručni ili nožni pogon >>> ručne pumpe za bicikle >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 20 80 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračne pumpe na ručni ili nožni pogon >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8414 20 80 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračne pumpe na ručni ili nožni pogon >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 30,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje",,,,,,,,,
,8414 30 20 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage 0,4 kW ili manje",kd,10,0,0,10,0,0,0,0
ex,8414 30 20 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage 0,4 kW ili manje >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
ex,8414 30 20 20,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage 0,4 kW ili manje >>> za upotrebu u u proizvodnji rashladnih uređaja",kd,"2,2",0,0,"2,2",0,0,0,0
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage veće od 0,4 kW",,,,,,,,,
,8414 30 81 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage veće od 0,4 kW >>> hermetički ili poluhermetički",kd,0,0,0,0,0,0,0,0
,8414 30 89 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage veće od 0,4 kW >>> ostali",kd,10,0,0,10,0,0,0,0
ex,8414 30 89 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kompresori za rashladne uređaje >>> snage veće od 0,4 kW >>> ostali >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 40,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračni kompresori ugrađeni na šasiji prikolice",,,,,,,,,
,8414 40 10 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračni kompresori ugrađeni na šasiji prikolice >>> za količinu dobave od 2 m³/min ili manju",kd,10,0,0,10,0,0,0,0
,8414 40 90 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> zračni kompresori ugrađeni na šasiji prikolice >>> za količinu dobave veću od 2 m³/min",kd,10,0,0,10,0,0,0,0
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori",,,,,,,,,
,8414 51 00 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> stoni, podni, zidni, prozorski, stropni ili krovni ventilatori sa ugrađenim elektromotorom najveće snage 125 W",kd,10,0,0,10,0,0,0,0
ex,8414 51 00 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> stoni, podni, zidni, prozorski, stropni ili krovni ventilatori sa ugrađenim elektromotorom najveće snage 125 W >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 59,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali",,,,,,,,,
,8414 59 15 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ventilatori vrste koja se upotrebljava isključivo ili uglavnom za hlađenje mikroprocesora, telekomunikacijskih aparata, mašina za automatsku obradu podataka i jedinica mašina za automatsku obradu podataka",kd,10,0,0,10,0,0,0,0
ex,8414 59 15 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ventilatori vrste koja se upotrebljava isključivo ili uglavnom za hlađenje mikroprocesora, telekomunikacijskih aparata, mašina za automatsku obradu podataka i jedinica mašina za automatsku obradu podataka >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali",,,,,,,,,
,8414 59 25 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> aksijalni ventilatori",kd,10,0,0,10,0,0,0,0
ex,8414 59 25 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> aksijalni ventilatori >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 59 35 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> centrifugalni ventilatori",kd,10,0,0,10,0,0,0,0
ex,8414 59 35 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> centrifugalni ventilatori >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 59 95 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> ostali",kd,10,0,0,10,0,0,0,0
ex,8414 59 95 10,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ventilatori >>> ostali >>> ostali >>> ostali >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8414 60 00 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> hvatala pare",kd,10,0,0,10,0,0,0,0
,8414 70 00 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> kabineti za biološku sigurnost nepropusni za gasove",kd,10,0,0,10,0,0,0,0
,8414 80,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ostalo",,,,,,,,,
,,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ostalo >>> turbokompresori",,,,,,,,,
,8414 80 11 00,"Zračne ili vakuumske pumpe, zračni ili plinski kompresori i ventilatori; ventilacijski ili recirkulacioni hvatači pare >>> ostalo >>> turbokompresori >>> jednostepeni",kd,10,0,0,10,0,0,0,0
