EX,Tarifna oznaka,Naziv,Dopunska jedinica,Carinska stopa (%),EU,CEFTA,IRN,TUR,"CHE, LIE",ISL,NOR
,8408 20 10 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> za industrijsku montažu: jednoosovinskih traktora iz podbroja 8701 10; motornih vozila iz tarifnog broja 8703; motornih vozila iz tarifnog broja 8704 sa motorom radne zapremine cilindra manje od 2500 cm³; motornih vozila iz tarifnog broja 8705,kd,10,0,0,10,0,0,0,0
,,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali,,,,,,,,,
,,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za poljoprivredne i šumarske traktore na točkovima snage,,,,,,,,,
,8408 20 31 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za poljoprivredne i šumarske traktore na točkovima snage >>> 50 kW ili manje,kd,10,0,0,10,0,0,0,0
,8408 20 35 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za poljoprivredne i šumarske traktore na točkovima snage >>> veće od 50 kW ali ne veće od 100 kW,kd,10,0,0,10,0,0,0,0
,8408 20 37 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za poljoprivredne i šumarske traktore na točkovima snage >>> veće od 100 kW,kd,10,0,0,10,0,0,0,0
,,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za druga vozila iz glave 87 snage,,,,,,,,,
,8408 20 51 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za druga vozila iz glave 87 snage >>> 50 kW ili manje,kd,10,0,0,10,0,0,0,0
,8408 20 55 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za druga vozila iz glave 87 snage >>> veće od 50 kW ali ne veće od 100 kW,kd,10,0,0,10,0,0,0,0
,8408 20 57 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za druga vozila iz glave 87 snage >>> veće od 100 kW ali ne veće od 200 kW,kd,10,0,0,10,0,0,0,0
,8408 20 99 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> motori za pogon vozila iz glave 87 >>> ostali >>> za druga vozila iz glave 87 snage >>> veće od 200 kW,kd,10,0,0,10,0,0,0,0
,8408 90,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori,,,,,,,,,
,8408 90 21 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> pogonski motori za šinska vozila,kd,0,0,0,0,0,0,0,0
,,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali,,,,,,,,,
,8408 90 27 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> korišteni,kd,10,0,0,10,0,0,0,0
ex,8408 90 27 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> korišteni >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage,,,,,,,,,
,8408 90 41 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> 15 kW ili manje,kd,10,0,0,10,0,0,0,0
ex,8408 90 41 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> 15 kW ili manje >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 43 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 15 kW ali ne veće od 30 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 43 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 15 kW ali ne veće od 30 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 45 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 30 kW ali ne veće od 50 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 45 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 30 kW ali ne veće od 50 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 47 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 50 kW ali ne veće od 100 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 47 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 50 kW ali ne veće od 100 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 61 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 100 kW ali ne veće od 200 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 61 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 100 kW ali ne veće od 200 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 65 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 200 kW ali ne veće od 300 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 65 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 200 kW ali ne veće od 300 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 67 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 300 kW ali ne veće od 500 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 67 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 300 kW ali ne veće od 500 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 81 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 500 kW ali ne veće od 1000 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 81 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 500 kW ali ne veće od 1000 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 85 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 1 000 kW ali ne veće od 5 000 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 85 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 1 000 kW ali ne veće od 5 000 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8408 90 89 00,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 5 000 kW,kd,10,0,0,10,0,0,0,0
ex,8408 90 89 10,Klipni motori sa unutrašnjim sagorjevanjem na paljenje pomoću kompresije >>> ostali motori >>> ostali >>> novi snage >>> veće od 5 000 kW >>> za upotrebu u civilnom zrakoplovstvu,kd,0,0,0,0,0,0,0,0
,8409,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408,,,,,,,,,
,8409 10 00 00,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408 >>> za motore aviona,–,5,0,0,5,0,0,0,0
ex,8409 10 00 10,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408 >>> za motore aviona >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408 >>> ostali,,,,,,,,,
,8409 91 00 00,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408 >>> ostali >>> prepoznatljivi kao prikladni isključivo ili uglavnom za klipne motore sa unutrašnjim sagorjevanjem na paljenje pomoću svjećica,–,10,0,0,10,0,0,0,0
,8409 99 00 00,Dijelovi prepoznatljivi kao namijenjeni isključivo ili uglavnom za motore iz tarifnog broja 8407 ili 8408 >>> ostali >>> ostali,–,5,0,0,5,0,0,0,0
,8410,Hidraulične,,,,,,,,,
,,Hidraulične >>> hidraulične,,,,,,,,,
,8410 11 00 00,Hidraulične >>> hidraulične >>> snage 1 000 kW ili manje,–,5,0,0,5,0,0,0,0
,8410 12 00 00,Hidraulične >>> hidraulične >>> snage veće od 1 000 kW ali ne veće od 10 000 kW,–,0,0,0,0,0,0,0,0
,8410 13 00 00,Hidraulične >>> hidraulične >>> snage veće od 10 000 kW,–,0,0,0,0,0,0,0,0
,8410 90 00 00,"Hidraulične >>> dijelovi, uključujući regulatore",–,0,0,0,0,0,0,0,0
,8411,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine",,,,,,,,,
,,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori",,,,,,,,,
,8411 11 00 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori >>> sa silom potiska od 25 kN ili manjom",kd,0,0,0,0,0,0,0,0
,8411 12,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori >>> sa silom potiska većom od 25 kN",,,,,,,,,
,8411 12 10 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori >>> sa silom potiska većom od 25 kN >>> sa silom potiska većom od 25 kN ali ne većom od 44 kN",kd,0,0,0,0,0,0,0,0
,8411 12 30 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori >>> sa silom potiska većom od 25 kN >>> sa silom potiska većom od 44 kN ali ne većom od 132 kN",kd,0,0,0,0,0,0,0,0
,8411 12 80 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbomlazni motori >>> sa silom potiska većom od 25 kN >>> sa silom potiska većom od 132 kN",kd,0,0,0,0,0,0,0,0
,,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbopropelerni motori",,,,,,,,,
,8411 21 00 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbopropelerni motori >>> snage 1 100 kW ili manje",kd,0,0,0,0,0,0,0,0
,8411 22,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbopropelerni motori >>> snage veće od 1 100 kW",,,,,,,,,
,8411 22 20 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbopropelerni motori >>> snage veće od 1 100 kW >>> snage veće od 1 100 kW, ali ne veće od 3 730 kW",kd,0,0,0,0,0,0,0,0
,8411 22 80 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> turbopropelerni motori >>> snage veće od 1 100 kW >>> snage veće od 3 730 kW",kd,0,0,0,0,0,0,0,0
,,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine",,,,,,,,,
,8411 81 00 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage 5 000 kW ili manje",kd,5,0,0,5,0,0,0,0
ex,8411 81 00 10,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage 5 000 kW ili manje >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8411 82,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW",,,,,,,,,
,8411 82 20 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 5 000 kW ali ne veće od 20 000 kW",kd,5,0,0,5,0,0,0,0
ex,8411 82 20 10,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 5 000 kW ali ne veće od 20 000 kW >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8411 82 60 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 20 000 kW ali ne veće od 50 000 kW",kd,5,0,0,5,0,0,0,0
ex,8411 82 60 10,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 20 000 kW ali ne veće od 50 000 kW >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8411 82 80 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 50 000 kW",kd,5,0,0,5,0,0,0,0
ex,8411 82 80 10,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> ostale plinske turbine >>> snage veće od 5 000 kW >>> snage veće od 50 000 kW >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> dijelovi",,,,,,,,,
,8411 91 00 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> dijelovi >>> turbomlaznih ili turbopropelernih motora",–,0,0,0,0,0,0,0,0
,8411 99 00 00,"Turbomlazni motori, turbopropelerni motori i druge plinske turbine >>> dijelovi >>> ostali",–,0,0,0,0,0,0,0,0
,8412,Ostali motori i pogonske mašine,,,,,,,,,
,8412 10 00 00,"Ostali motori i pogonske mašine >>> reaktivni motori, osim turbomlaznih",kd,0,0,0,0,0,0,0,0
ex,8412 10 00 10,"Ostali motori i pogonske mašine >>> reaktivni motori, osim turbomlaznih >>> za upotrebu u civilnom zrakoplovstvu",–,0,0,0,0,0,0,0,0
,,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine,,,,,,,,,
,8412 21,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> sa pravolinijskim kretanjem,,,,,,,,,
,8412 21 20 00,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> sa pravolinijskim kretanjem >>> hidraulični sistemi,–,10,0,0,10,0,0,0,0
ex,8412 21 20 10,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> sa pravolinijskim kretanjem >>> hidraulični sistemi >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 21 80 00,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> sa pravolinijskim kretanjem >>> ostali,–,10,0,0,10,0,0,0,0
ex,8412 21 80 10,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> sa pravolinijskim kretanjem >>> ostali >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 29,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali,,,,,,,,,
,8412 29 20 00,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> hidraulični sistemi,–,10,0,0,10,0,0,0,0
ex,8412 29 20 10,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> hidraulični sistemi >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> ostali,,,,,,,,,
,8412 29 81 00,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> ostali >>> hidromotori,–,10,0,0,10,0,0,0,0
ex,8412 29 81 10,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> ostali >>> hidromotori >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 29 89 00,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> ostali >>> ostali,–,10,0,0,10,0,0,0,0
ex,8412 29 89 10,Ostali motori i pogonske mašine >>> hidraulični motori i pogonske mašine >>> ostali >>> ostali >>> ostali >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,,Ostali motori i pogonske mašine >>> pneumatski motori i pogonske mašine,,,,,,,,,
,8412 31 00 00,Ostali motori i pogonske mašine >>> pneumatski motori i pogonske mašine >>> sa pravolinijskim kretanjem,–,10,0,0,10,0,0,0,0
ex,8412 31 00 10,Ostali motori i pogonske mašine >>> pneumatski motori i pogonske mašine >>> sa pravolinijskim kretanjem >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 39 00 00,Ostali motori i pogonske mašine >>> pneumatski motori i pogonske mašine >>> ostali,–,10,0,0,10,0,0,0,0
ex,8412 39 00 10,Ostali motori i pogonske mašine >>> pneumatski motori i pogonske mašine >>> ostali >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 80,Ostali motori i pogonske mašine >>> ostali,,,,,,,,,
,8412 80 10 00,Ostali motori i pogonske mašine >>> ostali >>> parne mašine na vodenu ili drugu paru,–,10,0,0,10,0,0,0,0
,8412 80 80 00,Ostali motori i pogonske mašine >>> ostali >>> ostali,–,10,0,0,10,0,0,0,0
ex,8412 80 80 10,Ostali motori i pogonske mašine >>> ostali >>> ostali >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 90,Ostali motori i pogonske mašine >>> dijelovi,,,,,,,,,
,8412 90 20 00,"Ostali motori i pogonske mašine >>> dijelovi >>> reaktivnih motora, osim turbomlaznih",–,10,0,0,10,0,0,0,0
ex,8412 90 20 10,"Ostali motori i pogonske mašine >>> dijelovi >>> reaktivnih motora, osim turbomlaznih >>> za upotrebu u civilnom zrakoplovstvu",–,0,0,0,0,0,0,0,0
,8412 90 40 00,Ostali motori i pogonske mašine >>> dijelovi >>> hidromotora,–,10,0,0,10,0,0,0,0
ex,8412 90 40 10,Ostali motori i pogonske mašine >>> dijelovi >>> hidromotora >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8412 90 80 00,Ostali motori i pogonske mašine >>> dijelovi >>> ostali,–,10,0,0,10,0,0,0,0
ex,8412 90 80 10,Ostali motori i pogonske mašine >>> dijelovi >>> ostali >>> za upotrebu u civilnom zrakoplovstvu,–,0,0,0,0,0,0,0,0
,8413,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe opremljene ili udešene za opremanje mjernim uređajima",,,,,,,,,
,8413 11 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe opremljene ili udešene za opremanje mjernim uređajima >>> pumpe za gorivo ili mazivo vrsta koje se koriste na benzinskim stanicama ili u garažama",kd,10,0,0,10,0,0,0,0
,8413 19 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe opremljene ili udešene za opremanje mjernim uređajima >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 19 00 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe opremljene ili udešene za opremanje mjernim uređajima >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 20 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ručne pumpe, osim pumpi iz podbrojeva 8413 11 i 8413 19",kd,10,0,0,10,0,0,0,0
ex,8413 20 00 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ručne pumpe, osim pumpi iz podbrojeva 8413 11 i 8413 19 >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 30,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe za gorivo, podmazivanje i rashladne medije klipnih motora sa unutrašnjim sagorjevanjem",,,,,,,,,
,8413 30 20 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe za gorivo, podmazivanje i rashladne medije klipnih motora sa unutrašnjim sagorjevanjem >>> pumpe za ubrizgavanje goriva",kd,10,0,0,10,0,0,0,0
ex,8413 30 20 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe za gorivo, podmazivanje i rashladne medije klipnih motora sa unutrašnjim sagorjevanjem >>> pumpe za ubrizgavanje goriva >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 30 80 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe za gorivo, podmazivanje i rashladne medije klipnih motora sa unutrašnjim sagorjevanjem >>> ostale",kd,0,0,0,0,0,0,0,0
,8413 40 00 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> pumpe za beton",kd,10,0,0,10,0,0,0,0
,8413 50,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim",,,,,,,,,
,8413 50 20 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> hidraulične jedinice",–,10,0,0,10,0,0,0,0
ex,8413 50 20 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> hidraulične jedinice >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 50 40 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> odmjerne",kd,10,0,0,10,0,0,0,0
ex,8413 50 40 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> odmjerne >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> klipne pumpe",,,,,,,,,
,8413 50 61 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> klipne pumpe >>> hidraulične pumpe",kd,10,0,0,10,0,0,0,0
ex,8413 50 61 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> klipne pumpe >>> hidraulične pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 50 69 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> klipne pumpe >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 50 69 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> klipne pumpe >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 50 80 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 50 80 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa titrajnim >>> ostale >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 60,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem",,,,,,,,,
,8413 60 20 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> hidraulične jedinice",–,10,0,0,10,0,0,0,0
ex,8413 60 20 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> hidraulične jedinice >>> za upotrebu u civilnom zrakoplovstvu",–,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale",,,,,,,,,
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> zupčane pumpe",,,,,,,,,
,8413 60 31 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> zupčane pumpe >>> hidraulične pumpe",kd,10,0,0,10,0,0,0,0
ex,8413 60 31 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> zupčane pumpe >>> hidraulične pumpe >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,8413 60 39 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> zupčane pumpe >>> ostale",kd,10,0,0,10,0,0,0,0
ex,8413 60 39 10,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> zupčane pumpe >>> ostale >>> za upotrebu u civilnom zrakoplovstvu",kd,0,0,0,0,0,0,0,0
,,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> krilne pumpe",,,,,,,,,
,8413 60 61 00,"Pumpe za tečnosti, pa i sa mjernim uređajima; elevatori tečnosti >>> ostale pumpe za potiskivanje sa rotacijskim kretanjem >>> ostale >>> krilne pumpe >>> hidraulične pumpe",kd,10,0,0,10,0,0,0,0
